"index","date","cloud_cover","sunshine","global_radiation","max_temp","mean_temp","min_temp","precipitation","pressure","snow_depth"
"3923","19890928","6","1.6","74","18.2","14.2","11.4","0","103140","0"
"3924","19890929","4","5.8","122","15.6","13","7.8","0","103330","0"
"3925","19890930","6","0.1","44","15.5","13.2","10.9","0.1","103310","0"
"3926","19891001","8","0","39","16.4","13.9","12.3","0","103190","0"
"3927","19891002","5","3.6","95","15.9","14.2","12","0","102910","0"
"3928","19891003","6","1.9","74","19.9","10.7","5.5","0","102700","0"
"3929","19891004","5","9.3","144","20.9","15.3","10.7","0","102320","0"
"3930","19891005","3","4.7","102","16","13.7","6.5","4.2","101970","0"
"3931","19891006","5","0","36","13.9","10.6","5.2","0","102140","0"
"3932","19891007","7","0","35","15.4","12.3","10.7","1.7","101740","0"
"3933","19891008","4","6.2","112","15.3","12","8.7","0","102100","0"
"3934","19891009","6","1.5","63","16.2","11","6.8","0.2","102170","0"
"3935","19891010","6","3.1","80","17.1","12.8","9.3","0.1","102280","0"
"3936","19891011","7","2.5","73","19.5","13.9","10.7","0.4","102020","0"
"3937","19891012","7","4.1","88","15.6","15.6","11.8","0","101900","0"
"3938","19891013","6","2.1","66","14.8","14.3","13","0.1","101410","0"
"3939","19891014","6","5.4","97","17.1","11.8","8.8","0","101490","0"
"3940","19891015","7","4.5","88","18.1","10.9","4.7","0","102350","0"
"3941","19891016","6","4","82","20.1","13.4","8.7","0","102490","0"
"3942","19891017","0","9.5","123","17.7","13.8","7.6","0","102480","0"
"3943","19891018","5","3.1","72","18.9","12","6.4","0.2","101830","0"
"3944","19891019","7","3.4","73","17.6","15.6","12.2","12.7","100770","0"
"3945","19891020","5","6.9","100","18.6","14","10.4","12.1","100000","0"
"3946","19891021","8","0.2","34","19.4","15.2","11.9","1","100230","0"
"3947","19891022","7","0.8","43","17","15.4","11.4","2.3","100960","0"
"3948","19891023","7","0.3","35","15.6","14.6","12.1","0.6","101590","0"
"3949","19891024","3","9","108","18.1","11.4","7.1","0","102160","0"
"3950","19891025","4","7","94","14.7","14.2","10.2","0.6","101900","0"
"3951","19891026","7","0","25","19.1","12.8","10.9","4.1","101860","0"
"3952","19891027","7","2.2","55","14.8","15.2","11.2","2.9","100690","0"
"3953","19891028","7","2.5","57","16.2","14","13.1","1.8","99460","0"
"3954","19891029","7","3.5","64","15.6","13.3","10.4","3.4","100410","0"
"3955","19891030","6","6","81","17.8","13","10.3","4.4","101450","0"
"3956","19891031","5","6.1","80","14.6","14.6","11.3","0","101610","0"
"3957","19891101","6","1.4","43","14.4","11.1","7.6","0.3","101540","0"
"3958","19891102","6","0","22","13.6","11.8","9.1","9.2","100410","0"
"3959","19891103","3","7.3","84","12.7","9.7","5.8","1.5","100640","0"
"3960","19891104","5","3.1","55","11","9.4","6","0","99780","0"
"3961","19891105","5","2.7","52","10.3","6.4","1.7","0.2","99670","0"
"3962","19891106","2","7.7","83","12.7","5.9","1.5","0","100780","0"
"3963","19891107","7","0.2","25","14.8","7.8","2.8","4","100770","0"
"3964","19891108","7","0.3","27","12","11.4","7.9","1.7","99940","0"
"3965","19891109","5","2.3","46","14.5","7.6","3.3","5.3","101350","0"
"3966","19891110","7","0","19","16","10.2","5.8","1.3","100980","0"
"3967","19891111","5","4.3","58","16.1","13.6","11.1","0","101470","0"
"3968","19891112","4","7.6","75","8.6","11.5","6.9","0.1","102190","0"
"3969","19891113","0","0","19","9.6","6.8","5","0.1","102870","0"
"3970","19891114","","0","18","11.5","7.8","6","0","102950","0"
"3971","19891115","7","0","18","10.8","8.9","6.3","0","102720","0"
"3972","19891116","0","7.8","72","9","7.4","3.9","0","102040","0"
"3973","19891117","6","0.6","26","12.6","5.7","2.4","0","101180","0"
"3974","19891118","4","3.9","50","12.8","8.6","4.5","0","100900","0"
"3975","19891119","5","4.5","53","11.9","9.4","6","0","101030","0"
"3976","19891120","7","0","17","9.7","9.4","7","0","101030","0"
"3977","19891121","8","0","16","9.5","8","6.2","0","100940","0"
"3978","19891122","3","6.8","62","7.8","8.2","6.9","0","101560","0"
"3979","19891123","2","7.5","65","7.8","5","2.2","0","101830","0"
"3980","19891124","4","3.6","45","6.2","2.4","-3.1","0","101290","0"
"3981","19891125","2","7.9","65","6.6","2.7","-0.8","0","102280","0"
"3982","19891126","1","7.4","62","7.3","0.5","-5.6","0.1","102450","0"
"3983","19891127","1","6.7","58","6.5","2.1","-3.1","0","102170","0"
"3984","19891128","6","0","15","8.3","1.4","-3.6","0","102520","0"
"3985","19891129","1","7.2","59","8","4.4","0.4","0","102900","0"
"3986","19891130","2","6.2","54","4.2","3.6","-0.7","0","103030","0"
"3987","19891201","3","6.2","51","6.2","1.2","-1.8","0.1","103530","0"
"3988","19891202","8","0","13","5.3","2.8","-0.7","0","103860","0"
"3989","19891203","6","3.6","39","7.6","3.2","1.2","0","103630","0"
"3990","19891204","7","1.5","27","9.4","4.2","0.8","0","103380","0"
"3991","19891205","6","1.3","25","9","6.8","4.1","0","103230","0"
"3992","19891206","7","0","13","7.9","6.5","4","0","102790","0"
"3993","19891207","7","0","13","7.1","6.4","4.8","0","102580","0"
"3994","19891208","7","0","13","7.2","6.3","5.5","0","102230","0"
"3995","19891209","4","2.6","32","6.5","4","0.9","0","102210","0"
"3996","19891210","6","0","12","8.4","3.9","1.3","0","102160","0"
"3997","19891211","6","3.1","34","9.2","5.5","2.6","4.8","101400","0"
"3998","19891212","7","0","12","11.7","5.6","1.9","6.7","99920","0"
"3999","19891213","6","0","12","13.6","7.6","3.6","26.7","98970","0"
"4000","19891214","7","0.4","17","12.9","9.6","5.6","2.3","98210","0"
"4001","19891215","7","0","12","13.7","9.4","6","19.7","98840","0"
"4002","19891216","7","0.1","14","12.3","9.9","6.1","6.4","97850","0"
"4003","19891217","6","0.3","16","11.2","11.1","9.9","3.8","97310","0"
"4004","19891218","6","0","12","12.2","8.8","6.4","7.6","98280","0"
"4005","19891219","7","1.9","27","14.5","7.6","3.1","8.7","99890","0"
"4006","19891220","7","0.7","19","14.3","9.4","4.2","19.6","99300","0"
"4007","19891221","5","3.5","35","9","12.2","10","1.2","99490","0"
"4008","19891222","4","3.6","36","11.9","8","7","0.1","100360","0"
"4009","19891223","6","2.5","30","12.9","7.6","3.3","6.2","101190","0"
"4010","19891224","7","0","12","11.5","8.8","4.6","3.8","100570","0"
"4011","19891225","6","0","12","10.1","10.2","8.9","1.5","100390","0"
"4012","19891226","6","2.3","29","8.5","7.2","4.4","0","101330","0"
"4013","19891227","7","0","12","7","6.4","4.2","0","101370","0"
"4014","19891228","7","0","12","5.3","6.5","6","0","101910","0"
"4015","19891229","8","0","12","4.9","5","4.7","0","101990","0"
"4016","19891230","8","0","12","4.4","4.4","3.9","0","102080","0"
"4017","19891231","8","0","13","6.4","3.8","3.3","0.1","101930","0"
"4018","19900101","8","0","13","9.9","4.5","2.6","1.5","101600","0"
"4019","19900102","6","0","13","5.5","5.2","0.4","0","101780","0"
"4020","19900103","7","0","13","8.5","4","2.4","0","101690","0"
"4021","19900104","6","2.3","31","10.2","5.3","2.1","0","102030","0"
"4022","19900105","7","0","13","12","6.6","3.1","0.5","102150","0"
"4023","19900106","8","0","13","9.7","9.3","6.6","12.2","101850","0"
"4024","19900107","6","0.2","17","10.4","6.8","4","1","102580","0"
"4025","19900108","6","6.1","51","11","7.1","3.8","0","103130","0"
"4026","19900109","7","0","14","11","6.8","2.7","0.1","103310","0"
"4027","19900110","7","0.3","18","12","9.8","8.5","0","102780","0"
"4028","19900111","6","1.6","29","8.8","10.5","9","0","102580","0"
"4029","19900112","7","1.1","25","8.1","7.2","5.7","3.9","102360","0"
"4030","19900113","2","7.1","58","10.2","4.3","0.5","0.1","102640","0"
"4031","19900114","4","0.4","20","13.2","5.1","0","0.6","102190","0"
"4032","19900115","8","0","15","12.2","8.8","4.3","0","102040","0"
"4033","19900116","7","0","15","9.7","11","9.7","1.2","102060","0"
"4034","19900117","4","6.4","57","9.5","8.4","7.2","0","102130","0"
"4035","19900118","3","7.5","63","10.2","5","0.4","0","102770","0"
"4036","19900119","6","0","16","11.8","6.4","2.5","0.3","102080","0"
"4037","19900120","6","1.3","30","12.3","7.4","3","0","102510","0"
"4038","19900121","8","0","16","12.5","9","5.7","3.1","102620","0"
"4039","19900122","7","3.1","43","11.1","11.5","10.5","4","102210","0"
"4040","19900123","8","0","17","12.5","9.8","8.5","4.1","100560","0"
"4041","19900124","4","6.8","65","11.8","7.8","3.1","3.7","100570","0"
"4042","19900125","7","0.5","25","7.4","8","4.1","4.8","98410","0"
"4043","19900126","5","3.6","49","9.9","5.2","3","0","99460","0"
"4044","19900127","6","0","18","8.8","5.8","1.6","6.5","99430","0"
"4045","19900128","4","6.4","66","9.5","6.2","3.5","1.3","99090","0"
"4046","19900129","7","0","18","11.1","6.4","3.2","8.4","99480","0"
"4047","19900130","6","2.8","46","9.7","8.8","6.6","10.5","99000","0"
"4048","19900131","7","0.1","22","9.8","8.5","7.3","3.3","98850","0"
"4049","19900201","6","1.6","38","10.4","7.9","6","9.9","99560","0"
"4050","19900202","3","6.3","71","9.3","7.7","5","8.9","99930","0"
"4051","19900203","5","1.6","39","11.6","7.4","5.5","15.9","100450","0"
"4052","19900204","6","0.1","23","13.5","6.8","1.9","0","101830","0"
"4053","19900205","6","2.7","50","12.7","11","8.6","0","101690","0"
"4054","19900206","5","1.3","39","14.4","9.6","6.5","13.9","100620","0"
"4055","19900207","8","0","21","10.3","11.4","8.5","7.1","99660","0"
"4056","19900208","3","8.7","91","11.3","8.4","6.6","0","101260","0"
"4057","19900209","5","4.2","64","12.4","7.8","4.4","0","102510","0"
"4058","19900210","7","0.1","26","9","8.9","5.4","4","100210","0"
"4059","19900211","6","0.1","26","8.5","5.6","2.1","8.1","98970","0"
"4060","19900212","3","8.2","94","10.8","5.4","2.4","0","98520","0"
"4061","19900213","7","0","24","6.9","6.2","1.7","5","99110","0"
"4062","19900214","8","0","24","8.6","5.6","4.2","7.5","99400","0"
"4063","19900215","5","7.1","91","11.3","6.2","3.9","0","100240","0"
"4064","19900216","5","8.5","101","13.7","5.4","-0.5","0","101010","0"
"4065","19900217","8","0.5","36","12.3","8","2.2","1.5","100640","0"
"4066","19900218","5","6.2","89","13.1","8.8","5.2","0","100970","0"
"4067","19900219","8","0.1","30","14.5","9","4.8","0.2","100850","0"
"4068","19900220","8","0","27","11.7","12.6","10.6","1.7","101560","0"
"4069","19900221","5","6.9","98","15.7","10.8","9.8","0","102450","0"
"4070","19900222","4","8.9","113","17.8","10.8","6","0","103420","0"
"4071","19900223","1","8.2","110","13.9","11.8","5.8","0","102890","0"
"4072","19900224","7","0","29","12","11.6","9.3","0.6","101760","0"
"4073","19900225","5","2.5","65","10.8","9","5.9","4","100680","0"
"4074","19900226","6","6.3","100","8.5","9.4","7.9","1.1","99240","0"
"4075","19900227","4","4.2","84","12.3","6.2","4","0.2","99660","0"
"4076","19900228","6","0","31","8.4","8.3","4.3","2.7","99640","0"
"4077","19900301","3","7.3","123","8.9","4.8","1.2","0.3","100750","0"
"4078","19900302","2","8.9","138","10.3","4.2","-0.6","0","103290","0"
"4079","19900303","3","7.2","125","11.1","5.2","0.1","0","104300","0"
"4080","19900304","7","0.1","41","11","7.8","4.4","0","103890","0"
"4081","19900305","7","0.4","48","12.3","8.6","6.3","0","103030","0"
"4082","19900306","7","1.1","62","11.1","9.6","6.8","0","102180","0"
"4083","19900307","7","0","38","15","9.6","8.1","0","102130","0"
"4084","19900308","6","6.6","128","12.2","9.8","4.5","0","101700","0"
"4085","19900309","7","5.4","117","15.6","9.4","6.6","0","102380","0"
"4086","19900310","7","4.2","106","15.1","11","6.5","0","102810","0"
"4087","19900311","7","2.8","90","14.6","12","8.9","0","102670","0"
"4088","19900312","5","8.3","151","11.5","8.9","3.2","0","102730","0"
"4089","19900313","6","0","42","14.5","7.6","3.6","0.8","102210","0"
"4090","19900314","4","7","141","14.2","8.5","2.5","0","103020","0"
"4091","19900315","4","8.1","154","17.3","9.6","5.1","0","103270","0"
"4092","19900316","4","8.5","160","22","10.2","3.2","0","103070","0"
"4093","19900317","5","9.2","168","21.1","14.4","6.9","0","102710","0"
"4094","19900318","4","9.6","174","13.5","14.3","7.5","0","102500","0"
"4095","19900319","8","0","46","15.3","12.8","12.1","3.3","102400","0"
"4096","19900320","7","4.7","125","14.9","10","4.8","0","102170","0"
"4097","19900321","8","0.2","55","13.6","10.4","6","0","101540","0"
"4098","19900322","5","7","154","12.8","11.1","8.6","0","102000","0"
"4099","19900323","6","1.3","80","13","8.2","3.5","0","102300","0"
"4100","19900324","6","2","93","10.5","10.8","8.7","1","101750","0"
"4101","19900325","4","4.6","131","9.5","6.6","2.8","1.5","102670","0"
"4102","19900326","5","6.8","158","10.4","5.5","1.5","0","103100","0"
"4103","19900327","5","5","138","12.1","5.8","1.2","0","102760","0"
"4104","19900328","5","2.5","105","13.5","8.4","4.6","0","102770","0"
"4105","19900329","5","5.3","145","17.5","6.8","0.1","0","103400","0"
"4106","19900330","3","10.5","206","18.3","11","4.5","0","103540","0"
"4107","19900331","0","10","202","21.2","12.1","5.9","0","103230","0"
"4108","19900401","3","9.2","195","17.2","12.5","3.8","0.2","101810","0"
"4109","19900402","7","1.7","97","9.6","12.7","8.2","6","100210","0"
"4110","19900403","5","6.2","163","8.6","5.2","0.7","0.1","100560","0"
"4111","19900404","2","9.5","204","10.9","3.7","-1.2","0","101680","0"
"4112","19900405","1","11.5","228","11.3","4.6","-1.8","0","101890","0"
"4113","19900406","1","11.6","231","12.8","5.4","-0.5","0","101390","0"
"4114","19900407","3","9.7","211","11.2","8.2","3.6","0","101750","0"
"4115","19900408","3","10","216","11.6","7","2.9","0","102460","0"
"4116","19900409","2","11.5","235","15.3","6","0.5","0","102090","0"
"4117","19900410","6","4.3","147","15.7","9.5","3.7","0","101270","0"
"4118","19900411","6","5.4","164","16.1","10.4","5","0","101530","0"
"4119","19900412","7","4.1","146","9.3","12.8","9.4","3","101530","0"
"4120","19900413","6","3","130","11.2","8.4","7.6","7.5","100720","0"
"4121","19900414","5","5.2","165","12.9","5.8","0.3","0.6","100680","0"
"4122","19900415","4","9.9","227","12.2","8.2","3.5","0","100680","0"
"4123","19900416","4","9.6","224","12.2","7.2","2.2","2.2","101420","0"
"4124","19900417","5","9","219","12.5","6.6","1","3","101540","0"
"4125","19900418","5","9.1","221","12.8","7.2","1.8","1.9","101710","0"
"4126","19900419","6","6.6","190","12.9","9","5.2","0.5","100870","0"
"4127","19900420","7","3.4","144","16.9","8","3","0.9","101280","0"
"4128","19900421","6","7.1","199","16.1","12.2","7.5","3.1","101340","0"
"4129","19900422","6","4.2","158","17.3","12.2","8.4","0","101310","0"
"4130","19900423","4","7.9","213","18.2","12.4","7.4","0","101580","0"
"4131","19900424","2","11.5","259","20.3","12.2","6.1","0","101800","0"
"4132","19900425","2","10.6","250","13.8","12.8","5.2","0","102200","0"
"4133","19900426","7","0.3","83","14.1","10.8","7.7","0.7","101960","0"
"4134","19900427","3","12.9","280","17.9","9.4","4.7","0","102510","0"
"4135","19900428","2","13.1","284","22.5","10.6","3.2","0","102890","0"
"4136","19900429","1","13.3","288","23.1","14.4","6.3","0","102820","0"
"4137","19900430","2","13.6","293","24","17","10.9","0","102910","0"
"4138","19900501","1","13.8","296","26.2","17.6","11.3","0","103140","0"
"4139","19900502","0","13.9","299","28.1","17.6","8.9","0","103180","0"
"4140","19900503","1","13.5","296","26.9","20","12","0","102880","0"
"4141","19900504","0","13.9","302","27.2","19.1","11.3","0","102490","0"
"4142","19900505","0","13.5","298","26","19","10.9","0","102050","0"
"4143","19900506","1","12.7","290","18","18.9","11.8","0","101590","0"
"4144","19900507","3","11.1","271","19.4","13.4","8.8","0","101580","0"
"4145","19900508","3","10.5","264","15.8","13.1","6.8","0","101620","0"
"4146","19900509","7","0.3","90","15.4","12.9","10","1.4","101540","0"
"4147","19900510","6","4.1","173","14","11.1","6.8","2.7","101270","0"
"4148","19900511","7","0.6","100","15.9","10.2","6.3","0","101220","0"
"4149","19900512","6","3.8","169","17.2","13","10","0","101270","0"
"4150","19900513","5","4.8","187","20.2","12.4","7.7","0","101660","0"
"4151","19900514","5","7.8","233","22.1","13.8","7.3","0","101630","0"
"4152","19900515","6","12.3","294","21","17.3","12.5","0","101400","0"
"4153","19900516","5","5.3","197","21.5","15.8","10.7","0","101600","0"
"4154","19900517","4","12.6","300","14.5","14.6","7.6","0","102010","0"
"4155","19900518","6","4.4","183","16.9","12","9.5","0","102390","0"
"4156","19900519","4","12.2","297","19.5","12","7","0","102440","0"
"4157","19900520","5","7.2","229","20.8","13","6.6","0","102150","0"
"4158","19900521","6","7.2","229","18.7","14.8","8.8","0","101840","0"
"4159","19900522","2","12.9","308","21.8","12.6","6.4","0","101950","0"
"4160","19900523","4","8.4","248","19","14.3","6.8","0","101880","0"
"4161","19900524","3","13.8","321","17.5","14.6","10.3","0","102180","0"
"4162","19900525","4","13.7","320","18.3","11.4","5.4","0","102660","0"
"4163","19900526","2","14.7","333","21.6","12.2","6.1","0","102830","0"
"4164","19900527","3","13.7","321","22","13.8","5.9","0","102860","0"
"4165","19900528","5","10.6","282","21.5","16.2","10.4","0","103010","0"
"4166","19900529","7","1.1","121","19","16.3","11.1","0","102490","0"
"4167","19900530","7","0.1","89","24.4","15.4","11.8","0","102020","0"
"4168","19900531","7","12.5","308","23.6","18.3","12.2","0","101930","0"
"4169","19900601","7","2.4","153","18.8","18","12.5","5.4","101220","0"
"4170","19900602","6","6.8","230","16.9","14.3","9.8","0","100910","0"
"4171","19900603","6","1.2","126","19.2","14.6","12.2","1.7","100550","0"
"4172","19900604","4","13.1","317","16","13.2","7.3","0","100820","0"
"4173","19900605","5","0.5","105","16.9","11.8","7.6","1.8","100990","0"
"4174","19900606","6","1.2","126","18.5","13.6","10.2","0","100690","0"
"4175","19900607","6","3.4","175","15.1","12","5.6","1.8","100600","0"
"4176","19900608","6","2.6","159","19.4","11.2","7.3","3.6","100740","0"
"4177","19900609","6","6.8","232","19.6","14","8.7","0.7","101280","0"
"4178","19900610","6","5.3","209","14.5","15.8","12","0","101910","0"
"4179","19900611","7","0","81","14.5","13.2","11.8","0","102140","0"
"4180","19900612","7","0","81","14.8","11","7.5","0","102210","0"
"4181","19900613","7","0.1","89","17.4","12.3","9.8","0","102400","0"
"4182","19900614","8","0","81","20","14.2","11.1","0","102180","0"
"4183","19900615","6","1.5","135","21.3","15.1","10.2","0","102070","0"
"4184","19900616","7","0.7","113","24.1","16.2","11.2","0","101890","0"
"4185","19900617","7","7.2","240","20.3","17.6","11.1","0","101400","0"
"4186","19900618","6","4.6","198","22","16.4","12.6","1.6","100870","0"
"4187","19900619","4","10.9","292","21.1","17.4","12.7","0","100860","0"
"4188","19900620","4","11","293","16.1","15.6","10","1.2","100860","0"
"4189","19900621","6","3.9","185","20.8","13.6","11.2","11.2","99950","0"
"4190","19900622","5","6.5","229","19.4","15.8","10.7","2.3","99890","0"
"4191","19900623","4","7.2","240","18.4","15","10.5","4.9","101230","0"
"4192","19900624","5","5","205","23.3","13.8","9.2","0","101980","0"
"4193","19900625","7","2.2","151","23.2","19.2","15.1","0","102140","0"
"4194","19900626","7","1.5","135","25.1","19.4","15.5","0","101890","0"
"4195","19900627","6","7.1","238","20.2","20.4","15.8","0","101280","0"
"4196","19900628","5","4.2","190","23.5","15.4","10.7","0","101600","0"
"4197","19900629","5","8","251","21.7","16.7","9.9","1.1","101580","0"
"4198","19900630","6","7.6","245","18.9","18.4","15.1","2.2","100660","0"
"4199","19900701","6","3.4","175","19.6","16","13.1","0","100630","0"
"4200","19900702","5","9.5","271","20.2","13.9","8.2","0","101250","0"
"4201","19900703","3","11","291","18","14","7.8","2","101560","0"
"4202","19900704","7","2.2","150","18.8","14.7","11.4","2.7","100700","0"
"4203","19900705","5","2.9","164","20.2","15.2","11.5","0.5","100060","0"
"4204","19900706","6","4.9","201","23.3","14.4","8.5","1.6","101830","0"
"4205","19900707","8","1.6","136","26.8","17.9","12.5","0","101620","0"
"4206","19900708","5","9.4","268","18.3","21.6","16.4","0","101300","0"
"4207","19900709","5","2.4","153","20.1","15.2","12","0","101550","0"
"4208","19900710","4","8.6","256","27.3","15.4","10.7","0","102490","0"
"4209","19900711","1","15.1","339","27.7","18.3","9.3","0","102820","0"
"4210","19900712","2","9.6","269","26.8","21.7","15.7","0","102570","0"
"4211","19900713","1","14.9","335","24","20.6","14.4","0","102270","0"
"4212","19900714","1","15","336","31.3","18.8","13.5","0","101990","0"
"4213","19900715","4","10.8","283","24.9","22","12.6","0","101820","0"
"4214","19900716","5","3.6","174","26.4","20.8","16.6","0","102290","0"
"4215","19900717","4","6.3","219","27.6","20.5","14.6","0","102720","0"
"4216","19900718","1","14.4","326","30.1","20.8","14.1","0","102730","0"
"4217","19900719","0","14.6","327","31.8","22","14","0","102400","0"
"4218","19900720","0","14.2","322","32.5","23.6","15.5","0","102220","0"
"4219","19900721","1","12.6","302","24","25.1","17.7","0","102220","0"
"4220","19900722","1","11.5","287","24.1","19.6","15.1","0","102560","0"
"4221","19900723","3","12.3","296","23.9","18.8","13.5","0","102610","0"
"4222","19900724","2","13.7","312","25.9","17.6","11.3","0","102460","0"
"4223","19900725","2","13.9","314","24.4","18.6","11.3","0","102180","0"
"4224","19900726","3","10.4","270","26.1","18.2","12","0","101720","0"
"4225","19900727","6","1","113","26","21","15.9","0.1","101160","0"
"4226","19900728","5","7.3","226","25.3","20.5","15","0","101560","0"
"4227","19900729","5","6","206","23.9","19.2","13","0","102050","0"
"4228","19900730","6","2.1","138","27.3","20.4","17","0","102150","0"
"4229","19900731","4","8","233","32.5","21.2","15","0","102470","0"
"4230","19900801","1","13.7","304","34","23.8","15","0","102540","0"
"4231","19900802","1","11.9","282","36.5","26.2","18.4","0","102330","0"
"4232","19900803","0","12.7","290","34.4","27.4","18.3","0","102150","0"
"4233","19900804","2","13.2","295","24.2","26.9","19.4","0","101990","0"
"4234","19900805","5","8.9","241","21.5","19.6","15.1","0","102030","0"
"4235","19900806","4","8.1","229","21.3","17","12.4","0","102240","0"
"4236","19900807","5","6.8","210","25.8","16.5","11.7","0","102540","0"
"4237","19900808","6","9.8","249","27.6","18.5","11.2","0","102540","0"
"4238","19900809","4","13","286","28.2","20.6","13.7","0","102330","0"
"4239","19900810","6","6.7","206","27.5","21.4","14.6","0","102200","0"
"4240","19900811","7","10.1","249","29.4","21","14.5","0","101790","0"
"4241","19900812","4","12.2","273","26","23","16.5","0","101340","0"
"4242","19900813","4","9.7","242","23.9","19.8","13.7","0","101220","0"
"4243","19900814","6","1.1","106","23.6","19.3","14.7","0","101190","0"
"4244","19900815","6","1.2","107","22","19.5","15.4","3.6","100660","0"
"4245","19900816","3","12.1","266","20.5","17.6","13.2","0","101000","0"
"4246","19900817","5","9","228","18.5","15.4","10.4","5.1","101840","0"
"4247","19900818","7","0","64","22.2","15.6","12.8","8.8","101710","0"
"4248","19900819","8","0.2","76","21.6","18.8","15.3","5.5","101360","0"
"4249","19900820","6","10.3","239","22","17.6","13.6","0","101700","0"
"4250","19900821","6","7.1","199","26.7","18.2","14.4","0","102380","0"
"4251","19900822","3","9.1","222","27.6","19.8","12.9","0","102540","0"
"4252","19900823","5","3.8","149","27.8","22.8","18","0","102480","0"
"4253","19900824","3","7.3","197","27.7","22.8","17.9","0","101830","0"
"4254","19900825","5","7.2","195","26.9","22.3","16.9","0","101740","0"
"4255","19900826","5","4.9","162","25.2","21.8","16.8","0.2","101930","0"
"4256","19900827","5","3.1","134","27.7","20.4","15.5","0","101840","0"
"4257","19900828","4","11.3","238","30.3","21.6","15.6","0","101750","0"
"4258","19900829","6","9.1","212","21.8","23","15.6","3.6","101200","0"
"4259","19900830","3","11.7","239","20.9","16.4","10.9","0","101630","0"
"4260","19900831","6","4","144","23.8","15.6","10.4","0","101670","0"
"4261","19900901","6","5.6","158","25.6","19","14.1","0","101870","0"
"4262","19900902","6","8.3","189","24.5","19.9","14.2","0","102110","0"
"4263","19900903","5","3.1","122","20.9","18.6","12.7","0","101780","0"
"4264","19900904","5","7.7","179","20.8","16","11","0","101650","0"
"4265","19900905","7","1.8","99","18.8","14.8","8.9","0","101310","0"
"4266","19900906","5","9.3","193","20.2","15.6","12.3","0","101140","0"
"4267","19900907","6","7.7","175","19.1","15.8","11.5","0","101430","0"
"4268","19900908","5","5.6","149","21.8","14.2","9.2","0","102390","0"
"4269","19900909","2","11.1","206","20.5","14.8","7.7","0","102890","0"
"4270","19900910","5","6","151","21.9","15","9.6","0","102740","0"
"4271","19900911","5","8","172","21.2","16.4","10.9","0","102650","0"
"4272","19900912","4","10.7","197","22.2","16.8","12.4","0","102750","0"
"4273","19900913","2","8.3","171","22.1","16.4","10.5","0","102530","0"
"4274","19900914","4","4.8","132","19.5","16.2","10.4","0","102660","0"
"4275","19900915","5","7.1","156","18.8","16","12.5","0","102940","0"
"4276","19900916","7","0.6","67","15.3","15.4","11.9","0","102560","0"
"4277","19900917","5","1.6","85","22.6","13.2","11","1.9","102060","0"
"4278","19900918","7","2.9","103","17.7","15.2","7.8","1.4","102030","0"
"4279","19900919","5","6.6","145","15.5","16","14.4","0.1","101040","0"
"4280","19900920","6","0.7","66","16.7","10.8","6","0","101050","0"
"4281","19900921","5","8.3","158","15.1","13.2","9.6","2","100400","0"
"4282","19900922","7","0.7","64","16.6","12","9","0","100080","0"
"4283","19900923","5","1.8","82","17.1","12.1","7.6","2.2","100070","0"
"4284","19900924","3","8.6","156","16.7","11.2","5.2","0.5","100600","0"
"4285","19900925","5","9.9","166","17.2","12.6","8.5","0","101440","0"
"4286","19900926","4","8.1","148","17.3","11.8","6.4","0","102560","0"
"4287","19900927","5","7.7","143","21.4","11.3","5.3","0","102850","0"
"4288","19900928","3","9.9","160","18.1","13.4","5.3","0","102410","0"
"4289","19900929","7","0.3","50","20.8","13.8","9.6","8.1","101270","0"
"4290","19900930","7","0.6","56","17.7","17.3","13.8","8.7","100500","0"
"4291","19901001","5","8.6","144","19.5","12.1","6.5","0","101690","0"
"4292","19901002","7","5.6","115","16.2","15.2","10.8","0.5","101480","0"
"4293","19901003","6","0.7","55","17","15.5","14.8","4.9","100490","0"
"4294","19901004","3","8.2","135","17.7","11.1","5.2","3.1","101820","0"
"4295","19901005","8","0","36","18.2","14.2","10.6","0.5","101830","0"
"4296","19901006","6","1.1","60","13.7","15.8","13.5","0.1","100760","0"
"4297","19901007","2","8.6","134","14.5","10.1","6.5","0","101610","0"
"4298","19901008","2","9.3","137","15.5","7.6","0.8","0","102710","0"
"4299","19901009","6","0.5","47","18.9","10.4","5.2","0","102370","0"
"4300","19901010","6","3","79","18.6","14.8","10.6","0","102130","0"
"4301","19901011","5","4.9","96","24.2","15.7","12.8","0","101730","0"
"4302","19901012","1","8.6","125","24","16","7.9","0","101220","0"
"4303","19901013","3","6.6","108","21.6","18.5","13","0","101030","0"
"4304","19901014","6","6.9","109","21.2","18.4","15.2","0","101530","0"
"4305","19901015","6","1.3","55","19.2","17.8","14.3","1.1","100330","0"
"4306","19901016","5","9","121","17.7","16","12.7","0","101060","0"
"4307","19901017","6","0.3","38","15.9","14.9","12.1","14","100790","0"
"4308","19901018","8","0","29","17.8","15","14.2","0.1","100460","0"
"4309","19901019","7","2.7","67","19.1","15.2","12.5","0","100820","0"
"4310","19901020","4","4.7","83","14.7","14.7","10.3","0","101450","0"
"4311","19901021","7","0.1","32","13","13.8","12.8","0","101760","0"
"4312","19901022","7","0.1","31","17.5","11.5","10","0","101610","0"
"4313","19901023","5","4.4","77","16","12.4","7.4","0","100990","0"
"4314","19901024","6","1.2","47","16.4","12.6","9.3","1.6","100670","0"
